OBJECTID,CRASH ID,CRASH LEVEL CODE,CRASH LEVEL,CRASH TYPE (Code),CRASH TYPE,DATE,YEAR,DAY OF MONTH,MONTH,DAY (Code),DAY OF WEEK (Code),DAY OF WEEK,TIME (Military),CASE NUMBER,LATITUDE,LONGITUDE,x,y
29233,1074579,2,Serious injury,27,Head On,03/02/2021,2021,2,February,3,4,Wednesday,0857,20210203085701,35.258220,-80.736330,-8987527.502,4199028.754
29524,1075473,2,Serious injury,14,Pedestrian,06/10/2020,2020,10,October,6,3,Tuesday,2030,20201006203009,35.204956,-80.738509,-8987770.066,4191769.783
29536,1075495,2,Serious injury,1,Ran off road right,06/02/2021,2021,2,February,6,7,Saturday,2210,20210206221000,35.145320,-80.899290,-9005668.131,4183648.064
29636,1075725,2,Serious injury,2,Ran off road left,07/02/2021,2021,2,February,7,1,Sunday,0537,20210207053700,35.197050,-80.935570,-9009706.803,4190692.736
29773,1076117,1,fatality,14,Pedestrian,14/12/2020,2020,12,December,15,3,Tuesday,0027,20201215002703,35.276338,-80.855322,-9000773.635,4201499.014
29867,1076343,1,fatality,13,Other non-collision*,28/01/2021,2021,1,January,28,5,Thursday,2214,20210128221402,35.137705,-80.907185,-9006546.998,4182611.419
29985,1076587,2,Serious injury,23,Left turn; same roadway,18/11/2020,2020,11,November,18,4,Wednesday,2153,20201118215300,35.262151,-80.878552,-9003359.587,4199564.671
30007,1076614,2,Serious injury,30,Angle,12/02/2021,2021,2,February,12,6,Friday,2120,20210212212001,35.177331,-80.817504,-8996563.752,4188006.843
30191,1077019,1,fatality,21,Rear end; slow or stop,31/12/2020,2021,1,January,1,6,Friday,0023,20200101002302,35.281067,-80.784731,-8992915.478,4202143.871
30206,1077063,2,Serious injury,19,Fixed object,11/02/2021,2021,2,February,12,6,Friday,0044,20210212004404,35.309100,-80.840100,-8999079.129,4205967.283
30285,1077261,1,fatality,27,Head On,09/01/2021,2021,1,January,9,7,Saturday,2129,20210109212901,35.298719,-80.989970,-9015762.586,4204551.267
30367,1077458,1,fatality,14,Pedestrian,13/08/2020,2020,8,August,13,5,Thursday,2027,20200813202702,35.325442,-80.904487,-9006246.659,4208196.775
30592,1077948,2,Serious injury,23,Left turn; same roadway,19/02/2021,2021,2,February,19,6,Friday,2037,20210219203704,35.331750,-80.742571,-8988222.247,4209057.478
30795,1078523,1,fatality,30,Angle,13/01/2021,2021,1,January,13,4,Wednesday,1807,20210113180703,35.213840,-80.755738,-8989687.991,4192980.189
30926,1078780,2,Serious injury,1,Ran off road right,24/02/2021,2021,2,February,24,4,Wednesday,0729,20210224072905,35.203270,-80.974120,-9013998.171,4191540.087
31262,1079494,2,Serious injury,21,Rear end; slow or stop,27/02/2021,2021,2,February,27,7,Saturday,2006,20210227200600,35.225665,-80.845282,-8999655.986,4194591.499
31340,1079693,2,Serious injury,21,Rear end; slow or stop,28/02/2021,2021,2,February,28,1,Sunday,1831,20210228183103,35.311860,-80.708860,-8984469.555,4206343.791
31347,1079817,1,fatality,1,Ran off road right,28/11/2020,2020,11,November,28,7,Saturday,0128,20201128012800,35.283349,-80.745796,-8988581.252,4202455.063
31448,1080041,1,fatality,1,Ran off road right,27/12/2020,2020,12,December,27,1,Sunday,2129,20201227212902,35.135927,-80.759017,-8990053.007,4182369.392
31513,1080235,1,fatality,14,Pedestrian,08/01/2021,2021,1,January,9,7,Saturday,0027,20210109002700,35.189663,-80.761588,-8990339.21,4189686.489
31514,1080236,1,fatality,15,Pedalcyclist,17/01/2021,2021,1,January,17,1,Sunday,1612,20210117161205,35.233118,-80.876217,-9003099.656,4195607.187
31844,1081088,1,fatality,21,Rear end; slow or stop,04/03/2021,2021,3,March,4,5,Thursday,1805,20210304180502,35.209432,-80.703615,-8983885.683,4192379.602
31920,1081287,1,fatality,14,Pedestrian,04/01/2021,2021,1,January,4,2,Monday,1921,20210104192100,35.215903,-80.784446,-8992883.752,4193261.283
32014,1081506,1,fatality,14,Pedestrian,22/01/2021,2021,1,January,22,6,Friday,0849,20210122084900,35.321590,-80.939983,-9010198.057,4207671.217
32083,1081704,1,fatality,1,Ran off road right,03/12/2020,2020,12,December,3,5,Thursday,2007,20201203200700,35.232855,-80.731263,-8986963.446,4195571.345
32323,1082213,2,Serious injury,14,Pedestrian,11/03/2021,2021,3,March,11,5,Thursday,2102,20210311210203,35.275694,-80.805460,-8995223.02,4201411.2
32377,1082377,1,fatality,27,Head On,20/08/2020,2020,8,August,20,5,Thursday,0735,20200820073500,35.274257,-80.836027,-8998625.724,4201215.257
32378,1082387,1,fatality,27,Head On,31/12/2020,2020,12,December,31,5,Thursday,1901,20201231190101,35.223648,-80.706535,-8984210.736,4194316.64
32620,1082884,2,Serious injury,29,Sideswipe; opposite direction,14/03/2021,2021,3,March,14,1,Sunday,2152,20210314215200,35.213920,-80.819890,-8996829.361,4192991.089
32921,1083563,2,Serious injury,14,Pedestrian,18/03/2021,2021,3,March,18,5,Thursday,2147,20210318214703,35.273600,-80.811289,-8995871.902,4201125.672
33183,1084199,2,Serious injury,14,Pedestrian,20/03/2021,2021,3,March,20,7,Saturday,2254,20210321071201,35.332710,-80.813845,-8996156.435,4209188.472
33210,1084227,2,Serious injury,13,Other non-collision*,21/03/2021,2021,3,March,21,1,Sunday,1848,20210321184802,35.241031,-80.796639,-8994241.071,4196685.667
33244,1084383,2,Serious injury,1,Ran off road right,21/03/2021,2021,3,March,21,1,Sunday,0155,20210321015503,35.258380,-80.726530,-8986436.57,4199050.567
33376,1084640,2,Serious injury,23,Left turn; same roadway,23/03/2021,2021,3,March,23,3,Tuesday,1034,20210323103600,35.305920,-80.724300,-8986188.328,4205533.498
33423,1084814,2,Serious injury,28,Sideswipe; same direction,23/03/2021,2021,3,March,23,3,Tuesday,1509,20210323150903,35.172650,-80.859070,-9001190.86,4187369.348
33475,1084988,2,Serious injury,2,Ran off road left,20/03/2021,2021,3,March,20,7,Saturday,2254,20210320225401,35.335060,-80.824400,-8997331.413,4209509.142
33531,1085162,1,fatality,1,Ran off road right,04/02/2021,2021,2,February,4,5,Thursday,0134,20210204013400,35.263949,-80.732022,-8987047.937,4199809.803
33783,1085670,2,Serious injury,14,Pedestrian,27/03/2021,2021,3,March,27,7,Saturday,2054,20210327205500,35.324250,-80.791980,-8993722.434,4208034.139
33867,1085883,2,Serious injury,1,Ran off road right,29/03/2021,2021,3,March,29,2,Monday,0303,20210329030300,35.255660,-80.829670,-8997918.066,4198679.761
34405,1087295,1,fatality,2,Ran off road left,18/03/2021,2021,3,March,18,5,Thursday,2036,20210318203601,35.141230,-80.967080,-9013214.481,4183091.272
34770,1088174,2,Serious injury,1,Ran off road right,04/04/2021,2021,4,April,4,1,Sunday,0328,20210404032800,35.216240,-80.883280,-9003885.906,4193307.201
34908,1088443,2,Serious injury,14,Pedestrian,10/04/2021,2021,4,April,10,7,Saturday,1838,20210410183801,35.113071,-80.785682,-8993021.342,4179258.611
35168,1089084,2,Serious injury,24,Left turn; different roadways,12/04/2021,2021,4,April,12,2,Monday,1602,20210412160202,35.208447,-80.812784,-8996038.324,4192245.4
35250,1089289,2,Serious injury,30,Angle,06/04/2021,2021,4,April,6,3,Tuesday,1925,20210406192502,35.370160,-80.831436,-8998114.657,4214299.828
35763,1090441,2,Serious injury,21,Rear end; slow or stop,19/04/2021,2021,4,April,19,2,Monday,2100,20210419210304,35.304432,-80.748266,-8988856.212,4205330.525
35843,1090647,2,Serious injury,23,Left turn; same roadway,20/04/2021,2021,4,April,20,3,Tuesday,1808,20210420180900,35.296099,-80.793325,-8993872.158,4204193.916
36033,1091204,1,fatality,1,Ran off road right,14/04/2021,2021,4,April,14,4,Wednesday,2053,20210414205302,35.315848,-80.960709,-9012505.266,4206887.838
36638,1092575,2,Serious injury,1,Ran off road right,28/04/2021,2021,4,April,28,4,Wednesday,1658,20210428165802,35.301096,-80.705499,-8984095.41,4204875.486
36687,1092627,2,Serious injury,21,Rear end; slow or stop,29/04/2021,2021,4,April,29,5,Thursday,1639,20210429163900,35.301060,-80.805720,-8995251.964,4204870.575
36696,1092752,1,fatality,24,Left turn; different roadways,06/01/2021,2021,1,January,6,4,Wednesday,1754,20210106175400,35.276785,-80.788726,-8993360.2,4201559.967
36703,1092761,1,fatality,2,Ran off road left,21/04/2021,2021,4,April,21,4,Wednesday,0202,20210421020200,35.211846,-80.761455,-8990324.404,4192708.504
36709,1092768,1,fatality,14,Pedestrian,27/04/2021,2021,4,April,27,3,Tuesday,2309,20210427230901,35.145681,-80.895761,-9005275.284,4183697.21
37228,1093935,2,Serious injury,30,Angle,04/05/2021,2021,5,May,4,3,Tuesday,2207,20210504220701,35.296081,-80.793352,-8993875.164,4204191.461
37390,1094353,1,fatality,2,Ran off road left,03/05/2021,2021,5,May,3,2,Monday,0214,20210503021400,35.212483,-80.725822,-8986357.756,4192795.295
38129,1096219,2,Serious injury,14,Pedestrian,12/05/2021,2021,5,May,12,4,Wednesday,2306,20210512230600,35.239480,-80.875658,-9003037.428,4196474.269
38158,1096251,2,Serious injury,1,Ran off road right,14/05/2021,2021,5,May,15,7,Saturday,0017,20210515001701,35.198580,-80.721640,-8985892.218,4190901.163
38240,1096462,2,Serious injury,1,Ran off road right,15/05/2021,2021,5,May,15,7,Saturday,0343,20210515034301,35.035272,-80.797417,-8994327.676,4168676.432
38384,1096853,1,fatality,1,Ran off road right,11/12/2020,2020,12,December,11,6,Friday,0819,20201211081904,35.342158,-80.879212,-9003433.058,4210477.757
38390,1096863,2,Serious injury,14,Pedestrian,09/05/2021,2021,5,May,9,1,Sunday,1606,20210509160600,35.144129,-80.845485,-8999678.584,4183485.925
38870,1097967,1,fatality,14,Pedestrian,01/07/2020,2020,7,July,1,4,Wednesday,1958,20200701195801,35.343527,-80.771804,-8991476.451,4210664.585
38980,1098221,2,Serious injury,21,Rear end; slow or stop,23/05/2021,2021,5,May,23,1,Sunday,1308,20210523130801,35.307479,-80.821419,-8996999.569,4205746.16
39150,1098640,2,Serious injury,5,Overturn/rollover,22/05/2021,2021,5,May,22,7,Saturday,1037,20210522103701,35.175756,-80.909946,-9006854.352,4187792.343
39252,1098865,1,fatality,14,Pedestrian,11/04/2021,2021,4,April,11,1,Sunday,0342,20210411034203,35.227225,-80.843098,-8999412.864,4194804.086
39326,1099065,2,Serious injury,1,Ran off road right,22/05/2021,2021,5,May,22,7,Saturday,2152,20210522215202,35.227195,-80.851326,-9000328.802,4194799.998
39327,1099066,2,Serious injury,1,Ran off road right,22/05/2021,2021,5,May,23,1,Sunday,0005,20210523000502,35.392460,-80.860190,-9001315.539,4217344.565
39767,1100136,1,fatality,6,crossed centerline,11/09/2020,2020,9,September,11,6,Friday,1953,20200911195302,35.264871,-80.940443,-9010249.264,4199935.506
39776,1100156,1,fatality,2,Ran off road left,22/05/2021,2021,5,May,22,7,Saturday,0259,20210522025903,35.211840,-80.895460,-9005241.777,4192707.686
40201,1101092,2,Serious injury,2,Ran off road left,05/06/2021,2021,6,June,5,7,Saturday,2040,20210605204203,35.325690,-80.705980,-8984148.954,4208230.613
40259,1101151,1,fatality,14,Pedestrian,25/05/2021,2021,5,May,26,4,Wednesday,0300,20210526030205,35.224556,-80.819762,-8996815.112,4194440.373
40263,1101271,2,Serious injury,23,Left turn; same roadway,05/05/2021,2021,5,May,5,4,Wednesday,1818,20210505181802,35.143618,-80.721336,-8985858.376,4183416.36
40486,1101746,2,Serious injury,14,Pedestrian,04/06/2021,2021,6,June,4,6,Friday,1911,20210604191100,35.199713,-80.896868,-9005398.515,4191055.509
40803,1102457,2,Serious injury,14,Pedestrian,11/06/2021,2021,6,June,11,6,Friday,2222,20210611222202,35.265148,-80.854242,-9000653.409,4199973.272
40805,1102459,2,Serious injury,21,Rear end; slow or stop,12/06/2021,2021,6,June,12,7,Saturday,0329,20210612032900,35.198833,-80.768573,-8991116.777,4190935.628
40967,1102865,2,Serious injury,1,Ran off road right,09/06/2021,2021,6,June,9,4,Wednesday,1226,20210609122601,35.238860,-80.672000,-8980366.316,4196389.767
41066,1103090,1,fatality,2,Ran off road left,03/06/2021,2021,6,June,3,5,Thursday,0829,20210603082900,35.265934,-80.854041,-9000631.034,4200080.435
41174,1103328,1,fatality,24,Left turn; different roadways,14/06/2021,2021,6,June,14,2,Monday,2057,20210614205701,35.213100,-80.725580,-8986330.816,4192879.362
41247,1103525,2,Serious injury,2,Ran off road left,09/06/2021,2021,6,June,9,4,Wednesday,1027,20210609102702,35.315150,-80.688760,-8982232.032,4206792.615
41372,1103774,2,Serious injury,14,Pedestrian,29/05/2021,2021,5,May,29,7,Saturday,1639,20210529163900,35.422452,-80.859570,-9001246.521,4221440.86
41685,1104461,2,Serious injury,1,Ran off road right,21/06/2021,2021,6,June,21,2,Monday,1447,20210621144704,35.071990,-80.723090,-8986053.63,4173669.538
41786,1104683,2,Serious injury,24,Left turn; different roadways,22/06/2021,2021,6,June,22,3,Tuesday,1609,20210622160902,35.244442,-80.752250,-8989299.708,4197150.592
42193,1105604,2,Serious injury,29,Sideswipe; opposite direction,26/06/2021,2021,6,June,26,7,Saturday,2040,20210626204600,35.310060,-80.748646,-8988898.513,4206098.241
42391,1106174,2,Serious injury,30,Angle,27/06/2021,2021,6,June,27,1,Sunday,0718,20210627071800,35.088121,-80.865503,-9001906.978,4175863.826
42862,1107154,2,Serious injury,24,Left turn; different roadways,29/06/2021,2021,6,June,29,3,Tuesday,1403,20210629140301,35.350456,-80.863854,-9001723.413,4211610.236
42903,1107198,2,Serious injury,21,Rear end; slow or stop,02/07/2021,2021,7,July,2,6,Friday,2305,20210702230502,35.292120,-80.796610,-8994237.843,4203651.228
42946,1107361,1,fatality,2,Ran off road left,18/06/2021,2021,6,June,18,6,Friday,1944,20210618194401,35.279081,-80.992896,-9016088.307,4201873.05
43156,1107947,2,Serious injury,29,Sideswipe; opposite direction,08/06/2021,2021,6,June,8,3,Tuesday,2001,20210608200101,35.252154,-80.898626,-9005594.215,4198201.821
43260,1108168,1,fatality,27,Head On,18/07/2020,2020,7,July,18,7,Saturday,2305,20200718230500,35.155286,-80.731700,-8987012.092,4185004.902
43269,1108191,1,fatality,14,Pedestrian,04/07/2021,2021,7,July,4,1,Sunday,2338,20210704233803,35.210170,-80.908160,-9006655.535,4192480.151
43338,1108384,1,fatality,24,Left turn; different roadways,28/06/2021,2021,6,June,28,2,Monday,2051,20210628205101,35.202960,-80.871490,-9002573.448,4191497.855
43960,1109760,2,Serious injury,24,Left turn; different roadways,14/07/2021,2021,7,July,14,4,Wednesday,1306,20210714130603,35.247569,-80.905059,-9006310.334,4197576.823
44028,1109832,2,Serious injury,30,Angle,15/07/2021,2021,7,July,15,5,Thursday,1937,20210715193705,35.038430,-80.805638,-8995242.834,4169105.785
44034,1109955,1,fatality,1,Ran off road right,07/06/2021,2021,6,June,7,2,Monday,0159,20210607015902,35.258030,-80.782960,-8992718.331,4199002.852
44250,1110422,1,fatality,23,Left turn; same roadway,24/10/2020,2020,10,October,24,7,Saturday,1602,20201024160203,35.238849,-80.884465,-9004017.819,4196388.267
44280,1110461,2,Serious injury,27,Head On,17/07/2021,2021,7,July,17,7,Saturday,1717,20210717173001,35.144700,-80.878480,-9003351.571,4183563.659
44334,1110634,1,fatality,14,Pedestrian,10/07/2021,2021,7,July,10,7,Saturday,0242,20210710024400,35.262968,-80.854755,-9000710.516,4199676.057
44370,1110674,1,fatality,2,Ran off road left,18/07/2021,2021,7,July,18,1,Sunday,1940,20210718194002,35.343970,-80.710120,-8984609.817,4210725.042
44439,1110867,1,fatality,6,crossed centerline,09/07/2021,2021,7,July,9,6,Friday,2212,20210709221200,35.284128,-80.948234,-9011116.554,4202561.295
44655,1111338,1,fatality,2,Ran off road left,17/07/2021,2021,7,July,17,7,Saturday,2022,20210717202203,35.144438,-81.007027,-9017661.362,4183527.99
45267,1112705,1,fatality,14,Pedestrian,26/07/2021,2021,7,July,26,2,Monday,0226,20210726022600,35.318740,-80.729630,-8986781.661,4207282.387
45374,1112934,1,fatality,16,"RR, Train",26/07/2021,2021,7,July,26,2,Monday,2145,20210726215001,35.125047,-80.878922,-9003400.774,4180888.477
45409,1112970,2,Serious injury,1,Ran off road right,28/07/2021,2021,7,July,29,5,Thursday,0052,20210729005200,35.193365,-80.799902,-8994604.306,4190190.759
45937,1114228,1,fatality,14,Pedestrian,24/04/2021,2021,4,April,24,7,Saturday,2106,20210424210601,35.242526,-80.779862,-8992373.463,4196889.435
45941,1114232,1,fatality,14,Pedestrian,27/06/2021,2021,6,June,27,1,Sunday,0213,20210627021301,35.263190,-80.732641,-8987116.844,4199706.324
45942,1114233,1,fatality,2,Ran off road left,28/06/2021,2021,6,June,28,2,Monday,2138,20210628213801,35.266560,-80.992850,-9016083.186,4200165.784
46574,1115467,1,fatality,14,Pedestrian,30/07/2021,2021,7,July,31,7,Saturday,0046,20210731004602,35.215875,-80.884800,-9004055.111,4193257.467
46578,1115471,1,fatality,1,Ran off road right,01/08/2021,2021,8,August,1,1,Sunday,0227,20210801022703,35.190442,-80.818931,-8996722.605,4189792.599
46591,1115484,1,fatality,1,Ran off road right,11/08/2021,2021,8,August,11,4,Wednesday,1310,20210804131000,35.249370,-81.002240,-9017128.476,4197822.319
46598,1115491,1,fatality,24,Left turn; different roadways,05/08/2021,2021,8,August,5,5,Thursday,1906,20210805190600,35.081552,-80.772631,-8991568.511,4174970.197
46602,1115495,1,fatality,14,Pedestrian,11/08/2021,2021,8,August,11,4,Wednesday,2357,20210805235700,35.277353,-80.766458,-8990881.336,4201637.419
47138,1116031,2,Serious injury,29,Sideswipe; opposite direction,14/08/2021,2021,8,August,14,7,Saturday,0255,20210814025502,35.190348,-80.957605,-9012159.729,4189779.794
47792,1116685,2,Serious injury,14,Pedestrian,20/08/2021,2021,8,August,20,6,Friday,2136,20210820213602,35.291606,-80.753225,-8989408.245,4203581.127
47805,1116698,1,fatality,30,Angle,21/08/2021,2021,8,August,21,7,Saturday,0212,20210821021201,35.249477,-80.815423,-8996332.097,4197836.906
48320,1117213,2,Serious injury,1,Ran off road right,26/08/2021,2021,8,August,26,5,Thursday,0214,20210826021401,35.209500,-80.827690,-8997697.653,4192388.866
48564,1117458,1,fatality,21,Rear end; slow or stop,28/08/2021,2021,8,August,28,7,Saturday,0215,20210828021500,35.124670,-80.917892,-9007738.896,4180837.165
48622,1117516,1,fatality,27,Head On,28/08/2021,2021,8,August,28,7,Saturday,1612,20210828161200,35.075590,-80.840960,-8999174.862,4174159.205
48630,1117524,1,fatality,28,Sideswipe; same direction,28/08/2021,2021,8,August,28,7,Saturday,1752,20210828175200,35.272783,-80.837533,-8998793.372,4201014.272
48650,1117544,1,fatality,24,Left turn; different roadways,28/08/2021,2021,8,August,28,7,Saturday,2220,20210828222001,35.242500,-80.663200,-8979386.705,4196885.892
48725,1117619,2,Serious injury,14,Pedestrian,29/08/2021,2021,8,August,29,1,Sunday,1855,20210829185503,35.212138,-80.781639,-8992571.278,4192748.289
48745,1117639,2,Serious injury,1,Ran off road right,30/08/2021,2021,8,August,30,2,Monday,0301,20210830030102,35.362005,-80.749166,-8988956.4,4213186.593
49066,1117960,2,Serious injury,23,Left turn; same roadway,01/09/2021,2021,9,September,1,4,Wednesday,2133,20210901213300,35.281801,-80.804879,-8995158.344,4202243.964
49072,1117966,1,fatality,21,Rear end; slow or stop,01/09/2021,2021,9,September,1,4,Wednesday,2255,20210901225502,35.281932,-80.856922,-9000951.746,4202261.828
49367,1118261,1,fatality,24,Left turn; different roadways,04/09/2021,2021,9,September,5,1,Sunday,0056,20210905005600,35.290649,-80.767869,-8991038.408,4203450.608
49370,1118264,1,fatality,27,Head On,05/09/2021,2021,9,September,5,1,Sunday,0207,20210905020700,35.233741,-80.826852,-8997604.367,4195692.094
49386,1118280,2,Serious injury,23,Left turn; same roadway,05/09/2021,2021,9,September,5,1,Sunday,1327,20210905132700,35.138056,-80.907982,-9006635.72,4182659.2
49399,1118293,1,fatality,23,Left turn; same roadway,05/09/2021,2021,9,September,5,1,Sunday,2021,20210905202100,35.183453,-80.753265,-8989412.697,4188840.642
49412,1118306,2,Serious injury,1,Ran off road right,06/09/2021,2021,9,September,6,2,Monday,0240,20210906024301,35.128920,-80.938436,-9010025.845,4181415.621
49711,1118605,1,fatality,14,Pedestrian,10/09/2021,2021,9,September,10,6,Friday,0636,20210910063601,35.050583,-80.776654,-8992016.349,4170758.229
49770,1118664,1,fatality,24,Left turn; different roadways,10/09/2021,2021,9,September,10,6,Friday,2110,20210910211001,35.213095,-80.725719,-8986346.29,4192878.681
49857,1118751,2,Serious injury,14,Pedestrian,11/09/2021,2021,9,September,11,7,Saturday,1832,20210911183203,35.211511,-80.760435,-8990210.859,4192662.86
49980,1118874,2,Serious injury,24,Left turn; different roadways,12/09/2021,2021,9,September,12,1,Sunday,2108,20210912210800,35.087651,-80.843200,-8999424.218,4175799.886
49987,1118881,2,Serious injury,27,Head On,13/09/2021,2021,9,September,13,2,Monday,0128,20210913012800,35.389145,-80.781022,-8992502.595,4216891.898
50299,1119193,1,fatality,24,Left turn; different roadways,15/09/2021,2021,9,September,15,4,Wednesday,2258,20210915225801,35.272251,-80.898466,-9005576.404,4200941.732
50431,1119325,1,fatality,15,Pedalcyclist,17/09/2021,2021,9,September,17,6,Friday,1001,20210917100102,35.276482,-80.793387,-8993879.06,4201518.65
50503,1119397,1,fatality,23,Left turn; same roadway,17/09/2021,2021,9,September,17,6,Friday,2051,20210917205102,35.224396,-80.896505,-9005358.106,4194418.569
51600,1120494,2,Serious injury,27,Head On,28/09/2021,2021,9,September,28,3,Tuesday,0615,20210928061500,35.284797,-80.802453,-8994888.283,4202652.528
51907,1120801,2,Serious injury,23,Left turn; same roadway,30/09/2021,2021,10,October,1,6,Friday,0002,20211001000203,35.171217,-80.808283,-8995537.275,4187174.198
52111,1121005,1,fatality,1,Ran off road right,03/10/2021,2021,10,October,3,1,Sunday,1834,20211003183403,35.349542,-80.747350,-8988754.243,4211485.492
52179,1121074,1,fatality,29,Sideswipe; opposite direction,04/10/2021,2021,10,October,4,2,Monday,1439,20211004143905,35.178461,-80.801460,-8994777.742,4188160.741
52235,1121130,2,Serious injury,2,Ran off road left,04/10/2021,2021,10,October,4,2,Monday,2227,20211004222702,35.091858,-81.016656,-9018733.258,4176372.228
52274,1121169,2,Serious injury,23,Left turn; same roadway,05/10/2021,2021,10,October,5,3,Tuesday,1213,20211005121300,35.136426,-80.977849,-9014413.281,4182437.316
52523,1121418,2,Serious injury,14,Pedestrian,07/10/2021,2021,10,October,7,5,Thursday,1602,20211007160300,35.097841,-80.971637,-9013721.764,4177186.239
52568,1121463,2,Serious injury,14,Pedestrian,07/10/2021,2021,10,October,8,6,Friday,0042,20211008004202,35.232076,-80.844869,-8999610.011,4195465.179
52824,1121719,2,Serious injury,20,Parked motor vehicle,10/10/2021,2021,10,October,10,1,Sunday,0227,20211010022702,35.332894,-80.721118,-8985834.11,4209213.58
52906,1121801,1,fatality,1,Ran off road right,11/10/2021,2021,10,October,11,2,Monday,0246,20211011024601,35.237584,-80.839883,-8999054.972,4196215.855
53334,1122229,1,fatality,23,Left turn; same roadway,15/10/2021,2021,10,October,15,6,Friday,0706,20211015070601,35.151100,-80.839974,-8999065.102,4184434.971
53503,1122398,2,Serious injury,21,Rear end; slow or stop,16/10/2021,2021,10,October,16,7,Saturday,1615,20211016153800,35.216690,-80.880930,-9003624.304,4193368.517
53998,1122893,1,fatality,23,Left turn; same roadway,21/10/2021,2021,10,October,21,5,Thursday,1213,20211021121302,35.289668,-80.966583,-9013159.156,4203316.817
54204,1123099,2,Serious injury,2,Ran off road left,23/10/2021,2021,10,October,23,7,Saturday,0155,20211023015504,35.363420,-80.897830,-9005505.605,4213379.745
54211,1123106,1,fatality,27,Head On,23/10/2021,2021,10,October,23,7,Saturday,0453,20211023045302,35.220710,-80.780410,-8992434.466,4193916.287
54297,1123192,1,fatality,14,Pedestrian,23/10/2021,2021,10,October,24,1,Sunday,0029,20211024002902,35.241300,-80.929140,-9008991.019,4196722.331
54392,1123287,2,Serious injury,21,Rear end; slow or stop,25/10/2021,2021,10,October,25,2,Monday,0723,20211025072305,35.267854,-80.731460,-8986985.376,4200342.213
54431,1123326,1,fatality,23,Left turn; same roadway,25/10/2021,2021,10,October,25,2,Monday,1410,20211025141003,35.227363,-80.912477,-9007136.102,4194822.892
54486,1123381,2,Serious injury,23,Left turn; same roadway,26/10/2021,2021,10,October,26,3,Tuesday,0731,20211026073102,35.328540,-80.783450,-8992772.878,4208619.477
54572,1123467,2,Serious injury,28,Sideswipe; same direction,26/10/2021,2021,10,October,26,3,Tuesday,1914,20211026191405,35.258083,-80.782016,-8992613.245,4199010.077
54685,1123580,2,Serious injury,14,Pedestrian,27/10/2021,2021,10,October,27,4,Wednesday,1900,20211027190002,35.306035,-80.723796,-8986132.223,4205549.185
54949,1123844,2,Serious injury,2,Ran off road left,29/10/2021,2021,10,October,29,6,Friday,1824,20211029182404,35.258990,-80.926591,-9008707.266,4199133.726
54986,1123881,1,fatality,1,Ran off road right,30/10/2021,2021,10,October,30,7,Saturday,0118,20211030011800,35.298387,-81.001661,-9017064.022,4204505.983
54993,1123888,2,Serious injury,21,Rear end; slow or stop,30/10/2021,2021,10,October,30,7,Saturday,0426,20211030042602,35.238123,-80.737287,-8987634.034,4196289.318
55132,1124027,2,Serious injury,2,Ran off road left,31/10/2021,2021,10,October,31,1,Sunday,1429,20211031142901,35.280813,-80.989162,-9015672.64,4202109.233
55136,1124031,2,Serious injury,28,Sideswipe; same direction,31/10/2021,2021,10,October,31,1,Sunday,1447,20211031144701,35.225264,-80.864001,-9001739.776,4194536.853
55282,1124177,2,Serious injury,20,Parked motor vehicle,02/11/2021,2021,11,November,2,3,Tuesday,0736,20211102073700,35.110640,-80.946220,-9010892.356,4178927.794
55370,1124265,1,fatality,27,Head On,02/11/2021,2021,11,November,2,3,Tuesday,2038,20211102203800,35.171910,-80.736930,-8987594.293,4187268.573
55585,1124480,1,fatality,14,Pedestrian,04/11/2021,2021,11,November,4,5,Thursday,1755,20211104175502,35.249180,-80.771260,-8991415.893,4197796.421
55614,1124509,1,fatality,1,Ran off road right,05/11/2021,2021,11,November,5,6,Friday,0306,20211105030601,35.255393,-80.799757,-8994588.165,4198643.363
55705,1124600,2,Serious injury,24,Left turn; different roadways,05/11/2021,2021,11,November,5,6,Friday,1800,20211105180004,35.245134,-80.896508,-9005358.44,4197244.914
56211,1125106,1,fatality,21,Rear end; slow or stop,10/11/2021,2021,11,November,10,4,Wednesday,0947,20211110094701,35.206077,-80.922143,-9008212.116,4191922.506
56290,1125185,2,Serious injury,14,Pedestrian,11/11/2021,2021,11,November,11,5,Thursday,0114,20211111011400,35.266622,-80.881980,-9003741.19,4200174.238
56754,1125649,2,Serious injury,14,Pedestrian,15/11/2021,2021,11,November,15,2,Monday,0912,20211115091200,35.232067,-80.850978,-9000290.062,4195463.952
56840,1125735,2,Serious injury,24,Left turn; different roadways,16/11/2021,2021,11,November,16,3,Tuesday,0725,20211116072501,35.151254,-80.727904,-8986589.523,4184455.939
56920,1125815,1,fatality,14,Pedestrian,16/11/2021,2021,11,November,16,3,Tuesday,1852,20211116185201,35.229082,-80.916474,-9007581.046,4195057.153
57196,1126091,1,fatality,14,Pedestrian,19/11/2021,2021,11,November,19,6,Friday,0837,20211119083701,35.260201,-80.818644,-8996690.657,4199298.822
57423,1126318,2,Serious injury,23,Left turn; same roadway,22/11/2021,2021,11,November,22,2,Monday,0541,20211122054101,35.148746,-80.896990,-9005412.096,4184114.483
57636,1126531,1,fatality,28,Sideswipe; same direction,23/11/2021,2021,11,November,23,3,Tuesday,2113,20211123211300,35.337760,-80.706857,-8984246.582,4209877.583
