OBJECTID,CRASH ID,CRASH LEVEL CODE,CRASH LEVEL,CRASH TYPE (Code),CRASH TYPE,DATE,YEAR,DAY OF MONTH,MONTH,DAY (Code),DAY OF WEEK (Code),DAY OF WEEK,TIME (Military),CASE NUMBER,LATITUDE,LONGITUDE,x,y
481924,1284562,2,Serious injury,28,Sideswipe; same direction,31/12/2024,2024,12,December,31,3,Tuesday,2102,20241231210202,35.237541,-80.737609,-8987669.879,4196209.995
485207,1288290,1,fatality,1,Ran off road right,07/01/2024,2024,1,January,7,1,Sunday,0907,20240107090700,35.160659,-80.751477,-8989213.658,4185736.486
485231,1288314,2,Serious injury,14,Pedestrian,07/01/2024,2024,1,January,7,1,Sunday,2044,20240107204400,35.135962,-80.903480,-9006134.559,4182374.155
485843,1288927,2,Serious injury,20,Parked motor vehicle,23/10/2024,2024,10,October,23,4,Wednesday,1548,20241023154701,35.247305,-80.840652,-8999140.577,4197540.838
485884,1288968,2,Serious injury,21,Rear end; slow or stop,28/10/2024,2024,10,October,28,2,Monday,1924,20241028192401,35.361626,-80.863890,-9001727.421,4213134.858
486269,1289353,2,Serious injury,23,Left turn; same roadway,19/11/2024,2024,11,November,19,3,Tuesday,1923,20241119192301,35.100780,-80.992766,-9016073.834,4177586.123
487815,2244271,1,fatality,14,Pedestrian,16/03/2024,2024,3,March,17,1,Sunday,1339,20240317133400,35.290201,-80.728353,-8986639.506,4203389.509
487816,2244276,1,fatality,14,Pedestrian,12/02/2024,2024,2,February,13,3,Tuesday,1844,20240213184401,35.252393,-80.856172,-9000868.256,4198234.401
487817,2244277,1,fatality,15,Pedalcyclist,22/02/2024,2024,2,February,23,6,Friday,2329,20240223232900,35.104975,-80.984200,-9015120.271,4178156.926
487818,2244278,1,fatality,14,Pedestrian,27/06/2024,2024,6,June,28,6,Friday,0050,20240628005002,35.279381,-80.735601,-8987446.35,4201913.96
487819,2244279,1,fatality,14,Pedestrian,11/09/2024,2024,9,September,12,5,Thursday,0514,20240912051400,35.137774,-80.876655,-9003148.413,4182620.812
487820,2244280,1,fatality,14,Pedestrian,25/07/2024,2024,7,July,26,6,Friday,0946,20240726094602,35.176789,-80.887716,-9004379.719,4187933.027
487821,2244281,1,fatality,14,Pedestrian,15/08/2024,2024,8,August,16,6,Friday,0918,20240816091803,35.222133,-80.863037,-9001632.464,4194110.193
487822,2244282,1,fatality,14,Pedestrian,08/10/2024,2024,10,October,9,4,Wednesday,1322,202401009132200,35.259582,-80.879033,-9003413.132,4199214.433
487823,2244283,1,fatality,1,Ran off road right,07/05/2024,2024,5,May,8,4,Wednesday,1743,20240508174301,35.249347,-80.764534,-8990667.157,4197819.185
